Sentence,Sentencia,Type,Tipo
"She was mixed race like me, a great student who'd been top of her class, who played piano and loved Nina Simone.","Ella era una carrera mixta como yo, una gran estudiante que había sido la mejor de su clase, que interpretaba al piano y amaba a Nina Simone.",Auditory,Auditivo
"Gildas was a subject of the mythical King Arthur, whom he loved and desired to obey.","Gildas era un tema del mítico rey Arthur, a quien amaba y deseaba obedecer.",Auditory,Auditivo
"The narcissus or daffodil is the most loved of all English plants, and appears frequently in English literature.","El narciso o narciso es el más amado de todas las plantas inglesas, y aparece con frecuencia en la literatura inglesa.",Auditory,Auditivo
"John loved being with his sister, but from time to time he wished she had an on-off switch.","A John le encantaba estar con su hermana, pero de vez en cuando deseaba que ella tuviera un interruptor encendido.",Auditory,Auditivo
The Greeks believed that seals loved both the sea and sun and were considered to be under the protection of the gods Poseidon and Apollo.,Los griegos creían que las focas amaban tanto el mar como el sol y se consideraba que estaban bajo la protección de los dioses Poseidón y Apolo.,Auditory,Auditivo
"The little boy put ooo at the end of his letter to Grandma, to let her know he loved her.","El niño puso a Ooo al final de su carta a la abuela, para hacerle saber que la amaba.",Auditory,Auditivo
"The children loved the slide, and they went on it over and over until it got dark outside.","A los niños les encantó el tobogán, y lo siguieron una y otra vez hasta que se oscureció afuera.",Auditory,Auditivo
"The Abbey graveyard is also the final resting place of John Smith, the former Labour Party leader, who loved Iona.","El cementerio de Abbey es también el lugar de descanso final de John Smith, el ex líder del Partido Laborista, que amaba a Iona.",Auditory,Auditivo
"She pounced on the young man, because she loved him and wanted him for herself.","Se abalanzó sobre el joven, porque lo amaba y lo quería por sí misma.",Auditory,Auditivo
"My younger brother, Brendan, mentioned that she loved her garden, spent pucks of time mucking around in it, even read books on the matter.","Mi hermano menor, Brendan, mencionó que amaba su jardín, pasaba discos de tiempo montando en él, incluso leía libros sobre el asunto.",Auditory,Auditivo
"The infamous purple drank made me dizzy and sick, but I loved its aftertaste.","El infame púrpura bebió me mareado y enfermo, pero me encantó su regusto.",Auditory,Auditivo
"Good at planning, he loved the common people and wished to save their labor.","Bueno para planificar, amaba a la gente común y deseaba salvar su trabajo.",Auditory,Auditivo
"Uncle loved the desnsity of the tungsten he made, and its refractoriness, its great chemical stability.","El tío amaba la desnsidad del tungsteno que hizo, y su refractarios, su gran estabilidad química.",Auditory,Auditivo
"Potter attempts to reason with his daughter, but she tells him she wants to be loved and not simply marry someone because he can provide for her.","Potter intenta razonar con su hija, pero ella le dice que quiere ser amada y no simplemente casarse con alguien porque él puede mantenerla.",Auditory,Auditivo
"He won a Classics scholarship to Oxford University and, although he loved university life, he found the tuition dull.","Ganó una beca clásica a la Universidad de Oxford y, aunque amaba la vida universitaria, encontró la matrícula aburrida.",Auditory,Auditivo
"Benson, formerly a greatly loved master at Eton, and by this time a don at Magdalene College.","Benson, anteriormente un maestro muy querido en Eton, y para entonces un don en Magdalene College.",Auditory,Auditivo
It was a tearful and heartfelt reunion as the trapped miners finally saw their dear loved ones again.,Fue una reunión llorosa y sincera cuando los mineros atrapados finalmente volvieron a ver a sus queridos seres queridos.,Auditory,Auditivo
Many believe in the spirit world and often try to stay in contact with their loved ones.,Muchos creen en el mundo espiritual y a menudo intentan mantenerse en contacto con sus seres queridos.,Auditory,Auditivo
"Their relationship had weathered some rocky times, but they loved each other.","Su relación había resistido algunos tiempos rocosos, pero se amaban.",Auditory,Auditivo
Tory Bezazian was a veteran Scientologist who loved going after church critics. Until she met the darkest detractor of all.,Tory Bezazian era un veterano Scientologist que amaba perseguir a los críticos de la iglesia. Hasta que se encontró con el detractor más oscuro de todos.,Auditory,Auditivo
"Shamy has become one of TV's most loved couples, and this season is crucial to the development of this relationship.","Shamy se ha convertido en una de las parejas más queridas de la televisión, y esta temporada es crucial para el desarrollo de esta relación.",Auditory,Auditivo
"He kept always good clerks, he loved money, was smooth-tongued, gave good words, and seldom lost his temper.","Mantenía siempre buenos empleados, amaba el dinero, era suave, daba buenas palabras y rara vez perdió los estribos.",Auditory,Auditivo
He was a laconic old soul who loved spacing only a jot better than he loved Martian alky.,Era un alma lacónica que amaba solo espaciar solo un JOT mejor de lo que amaba a Martian Alky.,Auditory,Auditivo
"Jason dons a screwed-up accent that Madonna would be proud of. While Martine, loved for being a cockney sparra, unfortunately goes posh.","Jason pone un acento jodido del que Madonna estaría orgulloso. Mientras Martine, amado por ser un Cockney Sparra, desafortunadamente se vuelve elegante.",Auditory,Auditivo
The routines at Lochranza Court suited her down to the ground and she loved her friends.,Las rutinas en Lochranza Court la se adaptaron al suelo y amaba a sus amigos.,Auditory,Auditivo
I loved those red shoes but I couldn't thoil it in addition to the new dress I'd bought.,"Me encantaron esos zapatos rojos, pero no pude hacerlo además del nuevo vestido que había comprado.",Auditory,Auditivo
Throwback Thursday is another way to integrate your loved one into your life online.,El jueves de retroceso es otra forma de integrar a su ser querido en su vida en línea.,Auditory,Auditivo
"Generally, by the time you are Real, most of your hair has been loved off and your eyes drop out and you get loose in the joints and very shabby.","En general, para cuando seas real, la mayor parte de tu cabello ha sido amado y tus ojos se dejan caer y te sueltas en las articulaciones y muy en mal estado.",Auditory,Auditivo
"It set off a tsunami of debate among the more esoteric critics, who either loved it or hated it but could not ignore it.","Estableció un tsunami de debate entre los críticos más esotéricos, a quienes lo amaron o lo odiaban, pero no podían ignorarlo.",Auditory,Auditivo
"I loved you. I was a pentapod monster, but I loved you. I was despicable and brutal, and turpid, and everything, mais je t'aimais, je t'aimais!","Yo te amaba. Era un monstruo Pentapod, pero te amaba. ¡Era despreciable y brutal, y tortuga, y todo, mais je t'aimais, je t'aimais!",Auditory,Auditivo
"I loved this scene, because I secretly believed I was like Andie.","Me encantó esta escena, porque en secreto creía que era como Andie.",Auditory,Auditivo
"Dearly as he loved to talk, he could not enjoy nor shine in a conversation when he thought himself unsuitably dressed.","Mientras tanto, como le encantaba hablar, no podía disfrutar ni brillar en una conversación cuando se pensaba inadecuadamente vestido.",Auditory,Auditivo
"Those she loved best had all parted from her, and she remained to battle for existence alone, with a crowd of unsympathizers round her.","Aquellos que más amaba la habían separado de ella, y ella permaneció para luchar por la existencia sola, con una multitud de insimpatizadores a su alrededor.",Auditory,Auditivo
"She loved children, and in default of them she delighted in the poetic fiction of dreamchildren.","Amaba a los niños, y en defecto de ellos se deleitaba con la ficción poética de DreamChildren.",Auditory,Auditivo
"I had been feeling like a bowling-alley widow, but knew he loved the game, so I suggested we join a mixed league.","Me había estado sintiendo como una viuda de bolos, pero sabía que amaba el juego, así que sugerí que nos unamos a una liga mixta.",Auditory,Auditivo
"But when he created his own superheroes, the companies he once loved became his archenemies.","Pero cuando creó sus propios superhéroes, las compañías que una vez amó se convirtieron en sus archienemies.",Auditory,Auditivo
"I took any means to get access to you. O speak to me, Sophia! comfort my bleeding heart. Sure no one ever loved, ever doated like me.","Tomé algún medio para obtener acceso a usted. ¡Oh, háblame, Sophia! consolar mi corazón sangrante. Claro que a nadie amado, alguna vez hice como yo.",Auditory,Auditivo
They were hospitable and loved company We sat on a dhurrie under the open sky.,"Eran una compañía hospitalaria y querida, nos sentamos en una dhurrie bajo el cielo abierto.",Auditory,Auditivo
